0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,-83,2,2,0,0
0,-3,29,0,0,0,0,-83,2,2,0,0
0,-5,29,0,0,0,0,-83,2,2,0,0
0,-6,29,0,0,0,0,-83,2,2,0,0
0,-9,29,1,0,0,0,-83,2,2,0,0
0,-11,29,1,0,0,0,-83,2,2,0,0
0,-13,29,1,0,0,0,-82,3,3,0,0
0,-16,29,2,0,0,0,-82,3,3,2,0
0,-16,28,2,0,0,0,-82,3,3,6,0
0,-18,26,2,0,0,0,-82,3,3,6,0
0,-19,24,3,0,0,0,-82,3,3,9,0
0,-19,23,3,0,0,0,-81,3,3,9,0
0,-19,20,3,0,0,0,-81,3,3,10,0
0,-20,19,4,0,0,0,-81,3,3,10,0
0,-20,17,4,0,0,0,-81,3,3,10,0
0,-20,15,4,0,0,0,-81,3,3,10,0
0,-21,14,4,0,0,0,-81,3,3,10,0
0,-21,10,5,0,0,0,-81,3,3,10,0
0,-21,10,5,0,0,0,-81,3,3,10,0
0,-22,7,5,0,0,0,-81,3,3,10,0
0,-22,5,6,0,0,0,-81,3,3,10,0
0,-22,4,6,0,0,0,-81,3,3,10,0
0,-23,1,7,0,0,0,-81,3,3,10,0
0,-23,0,7,0,0,0,-81,3,3,10,0
0,-24,-1,7,0,0,0,-81,3,3,10,0
0,-24,-3,8,0,0,0,-81,3,3,10,0
0,-24,-5,8,0,0,0,-81,3,3,10,0
0,-25,-8,8,0,0,0,-81,3,3,10,0
0,-25,-8,8,0,0,0,-81,3,3,10,0
0,-25,-11,9,0,0,0,-81,3,3,10,0
0,-26,-13,9,0,0,0,-81,3,3,10,0
0,-26,-14,9,0,0,0,-81,3,3,10,0
0,-27,-17,10,0,0,0,-81,3,3,10,0
0,-27,-18,10,0,0,0,-81,3,3,10,0
0,-27,-21,10,0,0,0,-81,3,3,10,0
0,-27,-23,11,0,0,0,-81,3,3,12,0
0,-27,-24,11,0,0,0,-80,3,3,12,0
0,-25,-27,11,0,0,0,-80,4,4,15,0
0,-24,-27,12,0,0,0,-80,4,4,17,0
0,-22,-28,12,0,0,0,-79,4,4,17,0
0,-20,-29,12,0,0,0,-79,4,4,20,0
0,-19,-29,12,0,0,0,-79,4,4,20,0
0,-16,-29,13,0,0,0,-79,4,4,21,0
0,-15,-29,13,0,0,0,-79,4,4,21,0
0,-13,-29,13,0,0,0,-79,4,4,21,0
0,-9,-29,14,0,0,0,-79,4,4,21,0
0,-9,-29,14,0,0,0,-79,4,4,21,0
0,-6,-29,14,0,0,0,-79,4,4,21,0
0,-4,-29,15,0,0,0,-79,4,4,21,0
0,-3,-29,15,0,0,0,-79,4,4,21,0
0,0,-29,15,0,0,0,-79,4,4,21,0
0,0,-29,16,0,0,0,-79,4,4,21,0
0,3,-29,16,0,0,0,-79,4,4,21,0
0,5,-29,16,0,0,0,-79,4,4,21,0
0,6,-29,16,0,0,0,-79,4,4,21,0
0,9,-29,17,0,0,0,-79,4,4,21,0
0,10,-29,17,0,0,0,-79,4,4,22,0
0,12,-29,17,0,0,0,-79,4,4,22,0
0,15,-28,18,0,0,0,-79,4,4,23,0
0,16,-28,18,0,0,0,-79,4,4,23,0
0,19,-27,19,0,0,0,-79,4,4,24,0
0,19,-26,19,0,0,0,-79,4,4,26,0
0,21,-25,19,0,0,0,-79,4,4,26,0
0,23,-23,20,0,0,0,-79,4,4,27,0
0,23,-22,20,0,0,0,-80,4,4,27,0
0,25,-19,20,0,0,0,-80,4,4,29,0
0,25,-18,20,0,0,0,-80,4,4,30,0
0,25,-16,21,0,0,0,-80,4,4,30,0
0,26,-14,21,0,0,0,-80,4,4,32,0
0,26,-13,21,0,0,0,-80,4,4,32,0
0,25,-10,22,0,0,0,-80,4,4,33,0
0,25,-10,22,0,0,0,-80,4,4,33,0
0,24,-7,22,0,0,0,-80,4,4,34,0
0,24,-5,23,0,0,0,-80,4,4,34,0
0,23,-3,23,0,0,0,-80,4,4,34,0
0,23,-1,24,0,0,0,-80,4,4,34,0
0,23,0,24,0,0,0,-80,4,4,34,0
0,22,2,24,0,0,0,-80,4,4,34,0
0,22,2,24,0,0,0,-80,4,4,34,0
0,21,5,25,0,0,0,-80,4,4,34,0
0,20,7,25,0,0,0,-80,4,4,34,0
0,20,8,25,0,0,0,-80,4,4,34,0
0,19,11,26,0,0,0,-80,4,4,34,0
0,19,11,26,0,0,0,-80,4,4,34,0
0,18,14,26,0,0,0,-80,4,4,34,0
0,18,15,27,0,0,0,-80,4,4,34,0
0,18,17,27,0,0,0,-80,4,4,34,0
0,17,19,28,0,0,0,-80,4,4,34,0
0,17,20,28,0,0,0,-80,4,4,34,0
0,16,23,28,0,0,0,-80,4,4,34,0
0,16,24,28,0,0,0,-80,4,4,34,0
0,15,26,29,0,0,0,-81,3,3,34,0
0,13,28,29,0,0,0,-81,3,3,38,0
0,12,28,29,0,0,0,-81,3,3,38,0
0,9,28,30,0,0,0,-81,3,3,42,0
0,8,28,30,0,0,0,-81,3,3,42,0
0,6,28,30,0,0,0,-81,3,3,42,0
0,4,28,31,0,0,0,-81,3,3,42,0
0,3,28,31,0,0,0,-81,3,3,42,0
0,0,28,31,0,0,0,-81,3,3,42,0
0,0,28,32,0,0,0,-81,3,3,42,0
0,-3,28,32,0,0,0,-81,3,3,42,0
0,-4,28,32,0,0,0,-81,3,3,42,0
0,-6,28,33,0,0,0,-81,3,3,42,0
0,-9,28,33,0,0,0,-81,3,3,42,0
0,-9,28,33,0,0,0,-81,3,3,42,0
0,-12,28,34,0,0,0,-81,3,3,42,0
0,-13,28,34,0,0,0,-81,4,4,44,0
0,-15,28,34,0,0,0,-81,4,4,44,0
0,-17,26,35,0,0,0,-80,4,4,48,0
0,-17,25,35,0,0,0,-80,4,4,48,0
0,-18,22,35,0,0,0,-80,4,4,51,0
0,-18,22,36,0,0,0,-80,4,4,52,0
0,-19,19,36,0,0,0,-80,4,4,52,0
0,-19,18,36,0,0,0,-80,4,4,52,0
0,-19,16,37,0,0,0,-80,4,4,52,0
0,-20,14,37,0,0,0,-80,4,4,52,0
0,-20,13,37,0,0,0,-80,4,4,52,0
0,-20,10,38,0,0,0,-80,4,4,52,0
0,-21,9,38,0,0,0,-80,4,4,52,0
0,-21,7,38,0,0,0,-80,4,4,52,0
0,-21,5,39,0,0,0,-80,4,4,52,0
0,-22,4,39,0,0,0,-80,4,4,52,0
0,-22,1,40,0,0,0,-80,4,4,52,0
0,-22,0,40,0,0,0,-80,4,4,52,0
0,-23,-2,40,0,0,0,-80,4,4,52,0
0,-23,-2,40,0,0,0,-80,4,4,52,0
0,-23,-5,41,0,0,0,-80,4,4,52,0
0,-23,-6,41,0,0,0,-80,4,4,52,0
0,-24,-8,41,0,0,0,-80,4,4,52,0
0,-24,-10,42,0,0,0,-80,4,4,52,0
0,-24,-11,42,0,0,0,-80,4,4,52,0
0,-25,-14,43,0,0,0,-80,4,4,52,0
0,-25,-15,43,0,0,0,-80,4,4,52,0
0,-25,-17,43,0,0,0,-80,4,4,52,0
0,-26,-19,44,0,0,0,-80,4,4,52,0
0,-26,-20,44,0,0,0,-79,4,4,52,0
0,-25,-23,44,0,0,0,-79,4,4,54,0
0,-23,-26,45,0,0,0,-78,5,5,57,0
0,-22,-26,45,0,0,0,-78,5,5,60,0
0,-20,-28,45,0,0,0,-78,5,5,60,0
0,-18,-28,46,0,0,0,-78,5,5,62,0
0,-17,-28,46,0,0,0,-78,5,5,62,0
0,-14,-28,47,0,0,0,-78,5,5,63,0
0,-14,-28,47,0,0,0,-78,5,5,63,0
0,-11,-28,47,0,0,0,-78,5,5,63,0
0,-9,-28,48,0,0,0,-78,5,5,63,0
0,-8,-28,48,0,0,0,-78,5,5,63,0
0,-5,-28,48,0,0,0,-78,5,5,63,0
0,-4,-28,48,0,0,0,-78,5,5,63,0
0,-1,-28,49,0,0,0,-78,5,5,63,0
0,-1,-28,49,0,0,0,-78,5,5,63,0
0,1,-28,50,0,0,0,-78,5,5,63,0
0,3,-28,50,0,0,0,-78,5,5,63,0
0,4,-28,50,0,0,0,-78,5,5,63,0
0,7,-28,51,0,0,0,-78,5,5,63,0
0,7,-28,51,0,0,0,-78,5,5,63,0
0,10,-28,51,0,0,0,-78,5,5,63,0
0,11,-28,52,0,0,0,-78,5,5,64,0
0,13,-28,52,0,0,0,-78,5,5,64,0
0,15,-27,52,0,0,0,-78,5,5,65,0
0,16,-27,52,0,0,0,-78,5,5,65,0
0,19,-25,53,0,0,0,-78,5,5,66,0
0,19,-25,53,0,0,0,-78,5,5,68,0
0,22,-23,54,0,0,0,-78,5,5,68,0
0,23,-22,54,0,0,0,-78,5,5,69,0
0,24,-21,54,0,0,0,-78,5,5,69,0
0,25,-19,55,0,0,0,-78,5,5,71,0
0,25,-18,55,0,0,0,-78,5,5,71,0
0,26,-15,56,0,0,0,-79,5,5,72,0
0,26,-15,56,0,0,0,-79,5,5,72,0
0,26,-12,56,0,0,0,-79,5,5,73,0
0,26,-11,56,0,0,0,-79,5,5,75,0
0,26,-9,57,0,0,0,-79,5,5,75,0
0,25,-8,57,0,0,0,-79,5,5,76,0
0,25,-6,57,0,0,0,-79,5,5,76,0
0,24,-4,58,0,0,0,-79,5,5,76,0
0,24,-3,58,0,0,0,-79,5,5,76,0
0,23,0,59,0,0,0,-79,5,5,76,0
0,23,0,59,0,0,0,-79,5,5,76,0
0,22,2,59,0,0,0,-79,5,5,76,0
0,22,3,60,0,0,0,-79,5,5,76,0
0,21,5,60,0,0,0,-79,5,5,76,0
0,21,6,60,0,0,0,-79,5,5,76,0
0,20,8,61,0,0,0,-79,5,5,76,0
0,20,10,61,0,0,0,-79,5,5,76,0
0,19,11,61,0,0,0,-79,5,5,76,0
0,19,14,62,0,0,0,-79,5,5,76,0
0,19,14,62,0,0,0,-79,5,5,76,0
0,18,17,63,0,0,0,-79,5,5,76,0
0,17,18,63,0,0,0,-79,5,5,76,0
0,17,20,63,0,0,0,-79,5,5,76,0
0,16,22,64,0,0,0,-79,5,5,76,0
0,16,23,64,0,0,0,-79,5,5,76,0
0,15,25,64,0,0,0,-79,5,5,77,0
0,15,26,64,0,0,0,-80,4,4,77,0
0,12,27,65,0,0,0,-80,4,4,81,0
0,12,27,65,0,0,0,-80,4,4,84,0
0,9,27,66,0,0,0,-80,4,4,84,0
0,7,27,66,0,0,0,-80,4,4,84,0
0,6,27,66,0,0,0,-80,4,4,84,0
0,3,27,67,0,0,0,-80,4,4,84,0
0,3,27,67,0,0,0,-80,4,4,84,0
